component,overlap_start_ns,overlap_end_ns,overlap_duration_ns,running_requests_cluster,waiting_requests_cluster,decode_prealloc_queue_requests_cluster,decode_transfer_queue_requests_cluster,running_requests_workers_aligned,waiting_requests_workers_aligned,decode_prealloc_queue_requests_workers_aligned,decode_transfer_queue_requests_workers_aligned,cluster_reconstruction_method,validation_status
decode,1786167632657379419,1786167632806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167632806495265,1786167633657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167633657379419,1786167633806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167633806495265,1786167634657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167634657379419,1786167634806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167634806495265,1786167635657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167635657379419,1786167635806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167635806495265,1786167636657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167636657379419,1786167636806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167636806495265,1786167637657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167637657379419,1786167637806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167637806495265,1786167638657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167638657379419,1786167638806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167638806495265,1786167639657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167639657379419,1786167639806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167639806495265,1786167640657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167640657379419,1786167640806495265,149115846,0.5,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167640806495265,1786167641657379419,850884154,0.5,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167641657379419,1786167641806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167641806495265,1786167642657379419,850884154,0.6666666666666666,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167642657379419,1786167642806495265,149115846,0.6666666666666666,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167642806495265,1786167643657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167643657379419,1786167643806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167643806495265,1786167644657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167644657379419,1786167644806495265,149115846,0.5,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167644806495265,1786167645657379419,850884154,0.5,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167645657379419,1786167645806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167645806495265,1786167646657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167646657379419,1786167646806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167646806495265,1786167647657379419,850884154,1.5,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167647657379419,1786167647806495265,149115846,1.5,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167647806495265,1786167648657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167648657379419,1786167648806495265,149115846,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167648806495265,1786167649657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167649657379419,1786167649806495265,149115846,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167649806495265,1786167650657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167650657379419,1786167650806495265,149115846,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167650806495265,1786167651657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167651657379419,1786167651806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167651806495265,1786167652657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167653657379419,1786167653806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167653806495265,1786167654657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167654657379419,1786167654806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167654806495265,1786167655657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167655657379419,1786167655806495265,149115846,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167655806495265,1786167656657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167656657379419,1786167656806495265,149115846,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167656806495265,1786167657657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167657657379419,1786167657806495265,149115846,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167657806495265,1786167658657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167658657379419,1786167658806495265,149115846,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167658806495265,1786167659657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167659657379419,1786167659806495265,149115846,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167659806495265,1786167660657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167660657379419,1786167660806495265,149115846,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167660806495265,1786167661657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167661657379419,1786167661806495265,149115846,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167661806495265,1786167662657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167662657379419,1786167662806495265,149115846,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167662806495265,1786167663657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167663657379419,1786167663806495265,149115846,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167663806495265,1786167664657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167664657379419,1786167664806495265,149115846,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167664806495265,1786167665657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167665657379419,1786167665806495265,149115846,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167665806495265,1786167666657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167666657379419,1786167666806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167666806495265,1786167667657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167667657379419,1786167667806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167667806495265,1786167668657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167668657379419,1786167668806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167668806495265,1786167669657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167669657379419,1786167669806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167669806495265,1786167670657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167670657379419,1786167670806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167670806495265,1786167671657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167671657379419,1786167671806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167671806495265,1786167672657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167672657379419,1786167672806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167672806495265,1786167673657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167673657379419,1786167673806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167673806495265,1786167674657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167674657379419,1786167674806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167674806495265,1786167675657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167675657379419,1786167675806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167675806495265,1786167676657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167676657379419,1786167676806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167676806495265,1786167677657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167677657379419,1786167677806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167677806495265,1786167678657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167678657379419,1786167678806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167678806495265,1786167679657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167679657379419,1786167679806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167679806495265,1786167680657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167680657379419,1786167680806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167681806495265,1786167682657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167682657379419,1786167682806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167682806495265,1786167683657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167683657379419,1786167683806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167683806495265,1786167684657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167684657379419,1786167684806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167684806495265,1786167685657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167685657379419,1786167685806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167685806495265,1786167686657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167686657379419,1786167686806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167686806495265,1786167687657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167687657379419,1786167687806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167687806495265,1786167688657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167688657379419,1786167688806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167688806495265,1786167689657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167689657379419,1786167689806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167689806495265,1786167690657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167690657379419,1786167690806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167690806495265,1786167691657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167691657379419,1786167691806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167691806495265,1786167692657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167692657379419,1786167692806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167692806495265,1786167693657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167693657379419,1786167693806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167693806495265,1786167694657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167694657379419,1786167694806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167694806495265,1786167695657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167695657379419,1786167695806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167695806495265,1786167696657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167696657379419,1786167696806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167696806495265,1786167697657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167697657379419,1786167697806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167697806495265,1786167698657379419,850884154,0.5,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167698657379419,1786167698806495265,149115846,0.5,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167698806495265,1786167699657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167699657379419,1786167699806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167699806495265,1786167700657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167700657379419,1786167700806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167700806495265,1786167701657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167701657379419,1786167701806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167701806495265,1786167702657379419,850884154,0.5,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167702657379419,1786167702806495265,149115846,0.5,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167702806495265,1786167703657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167703657379419,1786167703806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167703806495265,1786167704657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167704657379419,1786167704806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167704806495265,1786167705657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167705657379419,1786167705806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167705806495265,1786167706657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167706657379419,1786167706806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167706806495265,1786167707657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167707657379419,1786167707806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167707806495265,1786167708657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167708657379419,1786167708806495265,149115846,0.5,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167708806495265,1786167709657379419,850884154,0.5,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167709657379419,1786167709806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167709806495265,1786167710657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167710657379419,1786167710806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167710806495265,1786167711657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167711657379419,1786167711806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167711806495265,1786167712657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167712657379419,1786167712806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167712806495265,1786167713657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167713657379419,1786167713806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167713806495265,1786167714657379419,850884154,0.5,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167714657379419,1786167714806495265,149115846,0.5,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167714806495265,1786167715657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167715657379419,1786167715806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167715806495265,1786167716657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167716657379419,1786167716806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167716806495265,1786167717657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167717657379419,1786167717806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167717806495265,1786167718657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167718657379419,1786167718806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167718806495265,1786167719657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167719657379419,1786167719806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167719806495265,1786167720657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167720657379419,1786167720806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167720806495265,1786167721657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167721657379419,1786167721806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167721806495265,1786167722657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167722657379419,1786167722806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167722806495265,1786167723657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167723657379419,1786167723806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167723806495265,1786167724657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167724657379419,1786167724806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167724806495265,1786167725657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167725657379419,1786167725806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167725806495265,1786167726657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167726657379419,1786167726806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167726806495265,1786167727657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167727657379419,1786167727806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167727806495265,1786167728657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167728657379419,1786167728806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167728806495265,1786167729657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167729657379419,1786167729806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167729806495265,1786167730657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167730657379419,1786167730806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167730806495265,1786167731657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167731657379419,1786167731806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167731806495265,1786167732657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167732657379419,1786167732806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167732806495265,1786167733657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167733657379419,1786167733806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167733806495265,1786167734657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167734657379419,1786167734806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167734806495265,1786167735657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167735657379419,1786167735806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167735806495265,1786167736657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167736657379419,1786167736806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167736806495265,1786167737657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167737657379419,1786167737806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167737806495265,1786167738657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167738657379419,1786167738806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167738806495265,1786167739657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167739657379419,1786167739806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167739806495265,1786167740657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167740657379419,1786167740806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167740806495265,1786167741657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167741657379419,1786167741806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167741806495265,1786167742657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167742657379419,1786167742806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167742806495265,1786167743657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167743657379419,1786167743806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167743806495265,1786167744657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167744657379419,1786167744806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167744806495265,1786167745657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167745657379419,1786167745806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167745806495265,1786167746657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167746657379419,1786167746806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167746806495265,1786167747657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167747657379419,1786167747806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167747806495265,1786167748657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167748657379419,1786167748806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167748806495265,1786167749657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167749657379419,1786167749806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167749806495265,1786167750657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167750657379419,1786167750806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167750806495265,1786167751657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167751657379419,1786167751806495265,149115846,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167751806495265,1786167752657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167752657379419,1786167752806495265,149115846,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167752806495265,1786167753657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167753657379419,1786167753806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167753806495265,1786167754657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167754657379419,1786167754806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167754806495265,1786167755657379419,850884154,0.5,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167755657379419,1786167755806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167755806495265,1786167756657379419,850884154,0.5,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167756657379419,1786167756806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167756806495265,1786167757657379419,850884154,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167757657379419,1786167757806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167757806495265,1786167758657379419,850884154,1.5,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167758657379419,1786167758806495265,149115846,1.5,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167758806495265,1786167759657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167759657379419,1786167759806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167759806495265,1786167760657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167760657379419,1786167760806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167760806495265,1786167761657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167761657379419,1786167761806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167761806495265,1786167762657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167762657379419,1786167762806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167762806495265,1786167763657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167763657379419,1786167763806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786167763806495265,1786167764657379419,850884154,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
